diagnosis,group,snomed_code,snomed_code_name
Embolism or thrombosis of other arteries,Arterial embolism and thrombosis,95579008,Thrombosis of renal artery (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",111286002,Acute bacterial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",1141645001,Infectious vegetative endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",1141646000,Vegetative endocarditis without infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",1141647009,Infective endocarditis of cardiac valve with vegetation (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",1163075005,Subacute endocarditis of left side of heart due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",1163089000,Acute endocarditis of left side of heart due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",1268520007,Acute and subacute endocarditis of right side of heart due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",18192007,Acute rheumatic fever with endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",186318004,Listerial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",186875004,Syphilitic endocarditis of mitral valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",186877007,Syphilitic endocarditis of tricuspid valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",186878002,Syphilitic endocarditis of pulmonary valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",187041005,Histoplasma capsulatum with endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",187051006,Histoplasma duboisii with endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",194921005,Acute and subacute endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",194926000,Acute and subacute infective endocarditis associated with another disorder (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",194929007,Endocarditis - typhoid (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",194931003,Endocarditis - blastomycosis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",195012000,Endocarditis associated with another disorder (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",22462001,Chronic bacterial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",233850007,Infective endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",233851006,Rickettsial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",233852004,Culture-negative endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",233853009,Prosthetic valve endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",2439002,Purulent endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",266237004,Acute and subacute bacterial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",278480000,Syphilitic endocarditis of aortic valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",301183007,Bacterial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",30328003,Acute myoendocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",34845009,Meningococcal endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",36135007,Noninfective endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",420395004,Acute endocarditis with acquired immunodeficiency syndrome (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",420938005,Subacute endocarditis with acquired immunodeficiency syndrome (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",423718003,Left sided infective endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",425177009,Right sided infective endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",426087004,Right-sided Staphylococcus aureus endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",44051003,Malignant endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459056003,Acute infective endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459057007,Viral endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459058002,Infective endocarditis of homograft (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459059005,Infective endocarditis of heterograft (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459060000,Infective endocarditis of right ventricular wall (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459061001,Infective endocarditis of left ventricular wall (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459067002,Infective endocarditis of cardiac valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459068007,Infective endocarditis of aortic valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459151006,Infective endocarditis of tricuspid valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459152004,Infective endocarditis of mitral valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459153009,Infective endocarditis of pulmonary valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459154003,Infective endocarditis of truncal valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459158000,Infective endocarditis of left atrioventricular (not morphologically mitral) valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459159008,Infective endocarditis of right atrioventricular (not morphologically tricuspid) valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459172009,Infective endocarditis at site of ventricular septal defect (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459174005,Infective endocarditis at site of interatrial communication (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",459178008,Infective endocarditis of common atrioventricular valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",460358000,Infective endocarditis at site of patch of ventricular septal defect (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",460490009,Infective endocarditis at site of patch of interatrial communication (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",460618008,Endocarditis caused by Genus Chlamydia (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",461416009,Infective endocarditis at site of implanted vascular shunt (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",461429009,Infective endocarditis of vascular cardiac conduit (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",46165000,Chronic endocarditis due to rheumatic heart disease (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",472806007,Endocarditis as complication of procedure (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",48228003,Subacute periendocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",4851007,Chronic endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",52987001,Tuberculosis of endocardium (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",53874003,Acute periendocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",54072008,Nonbacterial verrucal endocardiosis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",56819008,Endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",57181007,Nonbacterial thrombotic endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",61048000,Gonococcal endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",62703006,Endocarditis with infective aneurysm (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",63553008,Candidal endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",66893008,Subacute endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",67391006,Syphilitic endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",69589006,Subacute myoendocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",703179007,Endocarditis of prosthetic mitral valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",703189006,Endocarditis of prosthetic aortic valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",703190002,Endocarditis of prosthetic tricuspid valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",703191003,Endocarditis of prosthetic pulmonary valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",713511002,Acute endocarditis co-occurrent with human immunodeficiency virus infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",720989003,Endocarditis caused by Erysipelothrix rhusiopathiae (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",72181000119109,Endocarditis due to systemic lupus erythematosus (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",723088005,Periendocarditis due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",723864009,Infection causing subacute endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",723865005,Infection causing myoendocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",73028002,Staphylococcal endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",73774007,Subacute bacterial endocarditis (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",762539005,Endocarditis of neoaortic valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",762540007,Endocarditis of neopulmonary valve (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",838316003,Subacute endocarditis of right side of heart due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",838356001,Acute endocarditis of right side of heart due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",838358000,Acute and subacute endocarditis of left side of heart due to infection (disorder)
Endocarditis,"Cardiac infection, inflammation and other cardiovascular conditions",86100009,Vegetative endocarditis (disorder)
